TagID,Date,Time,Latitude,Longitude,Fix,Sequence
175487,2019-06-17,17:59:28,50.2806664,-105.5753632,3D GPS,11
175487,2019-06-17,23:47:48,50.283,-105.57,A3 Argos,12
175487,2019-06-19,17:59:28,50.2804108,-105.5753098,3D GPS,13
175487,2019-06-21,17:59:28,50.2804108,-105.5753098,3D GPS,14
175487,2019-06-23,17:59:28,50.2804337,-105.574028,3D GPS,15
175487,2019-06-23,22:36:21,50.278,-105.585,A1 Argos,16
175489,2019-01-22,17:59:28,27.5992451,-97.5102844,3D GPS,1
175489,2019-01-24,17:59:28,27.6006775,-97.5126114,3D GPS,2
175489,2019-01-26,17:59:28,27.6004734,-97.5127182,3D GPS,3
175489,2019-01-28,17:59:28,27.6006012,-97.5139694,3D GPS,4
175489,2019-01-30,17:59:28,27.6006775,-97.5138168,3D GPS,5
175489,2019-02-01,17:59:28,27.5943546,-97.506958,3D GPS,6
175489,2019-02-01,23:11:03,27.6,-97.513,A2 Argos,7
175489,2019-02-03,17:59:28,27.6006527,-97.5116653,3D GPS,8
175489,2019-02-05,17:59:28,27.6007042,-97.5140228,3D GPS,9
175489,2019-02-07,17:59:28,27.6006775,-97.5121536,3D GPS,10
175489,2019-02-09,17:59:28,27.6006775,-97.5112076,3D GPS,11
175489,2019-02-11,17:59:28,27.6006775,-97.5125885,3D GPS,12
175489,2019-02-13,17:59:28,27.6006775,-97.5126114,3D GPS,13
175489,2019-02-13,22:33:52,27.601,-97.516,A3 Argos,14
175489,2019-02-15,17:59:28,27.6006775,-97.512001,3D GPS,15
175489,2019-02-17,17:59:28,27.6008072,-97.5112839,3D GPS,16
175489,2019-02-19,17:59:28,27.6006775,-97.5127716,3D GPS,17
175489,2019-02-19,23:03:31,27.6,-97.516,A3 Argos,18
175489,2019-02-21,17:59:28,27.5981693,-97.5148392,3D GPS,19
175489,2019-02-23,17:59:28,27.6006775,-97.511154199999993,3D GPS,20
175489,2019-02-25,17:59:28,27.6006775,-97.5137939,3D GPS,21
175489,2019-02-27,17:59:28,27.600729,-97.5099487,3D GPS,22
175489,2019-03-01,17:59:28,27.6006775,-97.5128937,3D GPS,23
175489,2019-03-03,17:59:28,27.6007042,-97.5126114,3D GPS,24
175489,2019-03-05,17:59:28,27.6008568,-97.5118484,3D GPS,25
175489,2019-03-07,17:59:28,27.6006775,-97.5124893,3D GPS,26
175489,2019-03-08,05:34:56,27.6006527,-97.5113068,3D GPS,27
175489,2019-03-09,17:59:28,27.6006527,-97.511261,3D GPS,28
175489,2019-03-09,22:55:13,27.605,-97.495,A3 Argos,29
175489,2019-03-11,17:59:28,27.6017799,-97.509491,3D GPS,30
175489,2019-03-13,17:59:28,27.6006527,-97.5128174,3D GPS,31
175489,2019-03-15,17:59:28,27.6006527,-97.5153503,3D GPS,32
175489,2019-03-15,23:27:01,27.603,-97.515,A2 Argos,33
175489,2019-03-17,17:59:28,27.6007042,-97.5128479,3D GPS,34
175489,2019-03-19,17:59:28,27.6007042,-97.5121765,3D GPS,35
175489,2019-03-21,17:59:28,27.6006279,-97.5140991,3D GPS,36
175489,2019-03-21,17:59:28,27.6006279,-97.4092941,3D GPS,37
175489,2019-03-22,00:28:22,27.6,-97.511,A3 Argos,38
175489,2019-03-23,17:59:28,27.6004734,-97.5156097,3D GPS,39
175489,2019-03-25,17:59:28,27.6005764,-97.5114136,3D GPS,40
175489,2019-03-27,17:59:28,27.6006527,-97.5181198,3D GPS,41
175489,2019-03-27,22:48:08,27.602,-97.512,A3 Argos,42
175489,2019-03-29,17:59:28,27.6006012,-97.5249557,3D GPS,43
175489,2019-03-31,17:59:28,27.6006279,-97.5179901,3D GPS,44
175489,2019-04-02,17:59:28,27.6007042,-97.5166855,3D GPS,45
175489,2019-04-04,17:59:28,27.6009598,-97.5195541,3D GPS,46
175490,2019-01-14,16:59:44,30.8052101,-86.6964874,3D GPS,1
175490,2019-01-16,16:59:44,30.805797599999998,-86.6974869,3D GPS,2
175490,2019-01-18,16:59:44,30.8057728,-86.6970215,3D GPS,3
175490,2019-02-21,22:39:28,30.811,-86.694,A3 Argos,4
175490,2019-04-06,20:51:08,30.775,-86.73,A1 Argos,5
175491,2019-06-04,18:01:36,50.3812981,-104.5260696,3D GPS,1
175491,2019-06-06,18:01:36,50.3810959,-104.5267868,3D GPS,2
175491,2019-06-08,18:01:36,50.3811455,-104.5258865,3D GPS,3
175491,2019-06-10,18:01:36,50.3812981,-104.5260696,3D GPS,4
175491,2019-06-12,18:01:36,50.3812485,-104.5260391,3D GPS,5
175491,2019-06-14,18:01:36,50.3812218,-104.5260162,3D GPS,6
175491,2019-06-14,22:40:26,50.383,-104.53,A3 Argos,7
175491,2019-06-16,18:01:36,50.3812981,-104.5261459,3D GPS,8
175491,2019-06-18,18:01:36,50.3816071,-104.5255814,3D GPS,9
175491,2019-06-20,18:01:36,50.3820915,-104.540535,3D GPS,10
175492,2019-06-05,17:59:28,50.688652,-104.6854782,3D GPS,1
175492,2019-06-07,17:59:28,50.6886253,-104.6858902,3D GPS,2
175492,2019-06-09,17:59:28,50.6884995,-104.6858139,3D GPS,3
175492,2019-06-11,17:59:28,50.6888046,-104.6837616,3D GPS,4
175492,2019-06-13,17:59:28,50.6885757,-104.6858139,3D GPS,5
175492,2019-06-15,17:59:28,50.687603,-104.6864014,3D GPS,6
175492,2019-06-15,22:28:25,50.689,-104.686,A3 Argos,7
175492,2019-06-17,17:59:28,50.6885757,-104.6858368,3D GPS,8
175492,2019-06-19,17:59:28,50.688549,-104.6858139,3D GPS,9
175492,2019-06-21,17:59:28,50.6886024,-104.6858139,3D GPS,10
175492,2019-06-21,23:00:05,50.686,-104.699,A2 Argos,11
175492,2019-06-23,17:59:28,50.6885757,-104.6858597,3D GPS,12
175492,2019-06-25,17:59:28,50.688549,-104.6858368,3D GPS,13
175492,2019-06-27,17:59:28,50.6885757,-104.6850967,3D GPS,14
175492,2019-06-27,23:30:39,50.69,-104.687,A3 Argos,15
175492,2019-06-29,17:59:28,50.6876297,-104.6864243,3D GPS,16
175492,2019-07-01,17:59:28,50.6885757,-104.6858597,3D GPS,17
175492,2019-07-03,17:59:28,50.6886024,-104.6858597,3D GPS,18
182060,2019-06-02,18:01:36,50.4096909,-104.5718155,3D GPS,1
182060,2019-06-04,18:01:36,50.4098434,-104.5720215,3D GPS,2
182060,2019-06-06,18:01:36,50.4098701,-104.5720444,3D GPS,3
182060,2019-06-08,18:01:36,50.4098434,-104.5720215,3D GPS,5
182060,2019-06-10,18:01:36,50.4098167,-104.5720444,3D GPS,6
182060,2019-06-12,18:01:36,50.4096375,-104.5711212,3D GPS,7
182060,2019-06-12,23:02:58,50.425,-104.503,A1 Argos,8
182060,2019-06-14,18:01:36,50.4097137,-104.5713501,3D GPS,9
182060,2019-06-16,18:01:36,50.4098167,-104.571991,3D GPS,10
182060,2019-06-18,18:01:36,50.4095612,-104.5708923,3D GPS,11
182060,2019-06-18,23:32:38,50.403,-104.557,A3 Argos,12
182060,2019-06-20,18:01:36,50.4094086,-104.5722275,3D GPS,13
182060,2019-06-22,18:01:36,50.4097672,-104.5712738,3D GPS,14
182060,2019-06-24,18:01:36,50.4095879,-104.5714569,3D GPS,15
182060,2019-06-24,22:23:56,50.406,-104.56,A2 Argos,16
182060,2019-06-26,18:01:36,50.4098434,-104.5706406,3D GPS,17
182060,2019-06-28,18:01:36,50.409256,-104.5701218,3D GPS,18
182060,2019-06-30,18:01:36,50.4095879,-104.5709686,3D GPS,19
182060,2019-07-02,22:31:59,50.414,-104.57,A1 Argos,20
182060,2019-07-02,18:01:36,50.4093323,-104.57061,3D GPS,21
182060,2019-07-04,18:01:36,50.408947,-104.5688477,3D GPS,22
182060,2019-07-06,18:01:36,50.4079475,-104.5759354,3D GPS,23
182060,2019-07-06,23:25:48,50.404,-104.579,A2 Argos,24
